ADDRESS;NAME;ORIGINAL_LAT;ORIGINAL_LNG
Саратовская, обл.   г. Балашова, ул 30 лет Победы, д 156;Балашов ТЦ Айсберг;51.548707094479;43.156127826706
г. Рыбинск, Бабушкина улица, д. 29;Рыбинск ТЦ Виконда;58.057098;38.766104
Курская обл, г. Железногорск, ул.Димитрова,з.18;Железногорск ТЦ Матис;52.349106;35.351033
Свердловская обл.,г.Серов, ул.Ленина, д.215;Серов ТЦ Небо;59.607508;60.611138
г. Якутск, ул Курашова 6;Якутск ТЦ Проспект;62.030094;129.741646
Г.Рубцовск, ул.Тракторная, д.17;Рубцовск ТЦ Радуга;51.533411;81.205402
г.Чайковский, ул.Промышленная, д.13;Чайковский ТЦ Акварель;56.767776743627586;54.120299373016245
Чеченская Республика, г.Грозный ул.А. Кадырова, д.40;Грозный ТЦ Гранд Парк;43.308959555118;45.700962477042
г. Калининград, ул. профессора Баранова, 30;Калининград ТЦ Эпицентр;54.72152;20.509149
г. НОВОУРАЛЬСК, улица. Победы, д.5;Новоуральск ТЦ Империал;57.241854;60.079218
г. Ростов-на-Дону, ул. Большая Садовая, 68;Ростов Садовая-Семашко;47.220989;39.713558
Республика Саха (Якутия), г.Мирный, ул.Комсомольская, д.2/1;Мирный ТЦ Солнышко;62.536099;113.979896
г. Петрозаводск, Лесной проспект, д. 47;Петрозаводск ТЦ Лотос Плаза;61.776199;34.30861
г. Новый Уренгой, ул. Сибирская д.26;Новый Уренгой ТЦ Солнечный;66.082833;76.631279
Пермский край, г.Березники, ул.Пятилетки, 41;Березники ТЦ ЦУМ;59.406186;56.805874
Республика Башкортостан, г. Уфа, улица Минигали Губайдулина, 6;Уфа ТЦ Аркада;54.720449;56.001568
Г. Асбест, ул. Ленинградская д 261;Асбест ТЦ Небо;57.013351;61.452563
г. Йошкар-Ола, ул. Кирова, 6;Йошкар-Ола ТЦ Елка;56.627936;47.929926
г. Ступино, проспект Победы, д.63а;Ступино ТЦ Курс;54.89619;38.079567
г. Батайск, ул. Кирова 13 б;Батайск Кирова;47.137396;39.748053
ул. Мира, с32/2, Мытищи;ФРМ Мытищи ТЦ 4Daily;55.92138;37.719008
ул. 3 Интернационала, 8, Брянск;ФРМ Брянск ТЦ Бум Сити;53.308089;34.301642
Тушинская ул., 17, Москва;ФРМ Москва ТЦ Праздник;55.826787;37.444528
 ул. 50 лет Октября, 15А, Волгоград;ФРМ Волгоград ТЦ Юбилейный;48.519937;44.562126
г. Киев, ул. Красногвардейская 1-А;Киев ТЦ Проспект;50.458688;30.632282
г. Сыктывкар, ул. Коммунистическая 50;Сыктывкар ТЦ Парма;61.661999;50.804176
г. Пермь, ул. Спешилова, 114;Пермь ТЦ Спешилов;58.03964301557235;56.19090540608137
Саратов, ост 3-я Дачная;Саратов ТЦ Галерея ТАУ;51.576044990444295;45.972658929885434
Тюмень, ул. Дмитрия Менделеева, 1;Тюмень ТЦ Кристалл;57.117437402279556;65.54963220370468
Москва, ул. Кировоградская, 13а;Москва ТЦ Колумбус;55.61221101607;37.60692389814742
ул. Коллонтай, 3, Санкт-Петербург;ФРМ С-Петербург ТЦ Лондон Молл;59.911468;30.44687
г.Владивосток, ул.Русская, 16;Владивосток ТЦ Березка;43.16586152910416;131.90821921623277
Челябинск, Копейское ш., 64;Челябинск ТЦ Алмаз;55.145401;61.451296
Архангельск, улица Гайдара, 52;Архангельск ТЦ Сафари;64.5495557715586;40.55016160010965
Новосибирск, ул. Гоголя, 13;Новосибирск ТЦ Галерея;55.04371660364409;82.92234778403677
г. Гатчина, ш. Пушкинское, 15 А;Гатчина ТЦ Кубус;59.58216300241155;30.146271104052044
Самара, ш. Южное, 5;Самара ТЦ Амбар;53.14020009958269;50.17357349395362
г. Иркутск, ул. Сергеева, 3;Иркутск ТЦ Сильвер Молл;52.26573627047595;104.22662205444774
Волгоградская обл., Волжский г., бул. Профсоюзов, 1б;Волжский ТЦ Планета Лето;48.776242;44.773812
ул. Цюрупы, 97, корп. 3, Уфа;Уфа ТЦ Центральный;54.73659831005212;55.95787710185226
г. Великий Новгород, ул. Ломоносова, д. 29;Великий Новгород ТЦ Мармелад;58.531554;31.242894
Оренбург, просп. Победы, 1а;Оренбург ТЦ Восход;51.770838031335735;55.103363635581864
г. Калуга, ул. Московская, д. 338А;Калуга ТЦ Торговый Квартал;54.58669615548596;36.24833150926182
г. Тула, ул. Пролетарская, д.2;Тула ТЦ Макси;54.19358695334297;37.637602915344104
г. Новокузнецк, ул. ДОЗ, д. 10а ;Новокузнецк ТЦ Планета;53.780405277508216;87.12561187298384
г. Барнаул, Павловский тракт, 188;Барнаул ТЦ Арена;53.3497521108645;83.6369414391475
Россия, Санкт-Петербург, Петергофское шоссе, д. 51 А;С-Петербург ТЦ Жемчужная Плаза;59.849202;30.144245
Россия, Республика Мордовия, Городской округ Саранск, Саранск, ул. Волгоградская, 71;Саранск ТЦ Сити Парк;54.185631;45.216915
Краснодар, ул. Головатого, 313;Краснодар ТЦ Галерея;45.039515;38.974424
г. Москва, пр-т Вернадского, 86А;Москва ТЦ Авеню;55.663019;37.480993
г. Москва, ул. Ходынский бульвар, д.4;Москва ТЦ Авиапарк;55.790464;37.530409
Краснодарский край, Сочи г., ул. Новая Заря, 7;Сочи ТЦ МореМолл;43.6062586947107;39.732126245368704
Смоленск, ул. 25 Сентября, 35а;Смоленск ТЦ Макси;54.769097;32.08174
г. Ноябрьск, ул. Городилова 2 а;Ноябрьск ТЦ Новый;63.19802640033935;75.45917027976165
Московская обл., Реутов г., Носовихинское ш., 45;Реутов ТЦ Реутов Парк;55.752283;37.887247
Черкесск, Кавказская улица, 37;Черкесск ТЦ Панорама;44.233238;42.052528
Томск, Комсомольский просп., 13б;Томск ТЦ Изумрудный Город;56.488542;84.97856
Красногорск, ул. Ленина, д. 2;Красногорск ТЦ Красный Кит;55.81953252371997;37.320292644180086
г. Нижний Новгород, пл. Советская, 5;Нижний Новгород ТЦ Жар-Птица;56.296299;44.042485
ул.Энтузиастов, дом 20;Уфа ТЦ Планета;54.75741530202596;56.03619032275345
Г.Воткинск, ул. 1   Мая 77;Воткинск ТЦ Айсберг;57.0607;53.9974
Россия, Москва, Кутузовский проспект, 57 ;Москва ТЦ Океания;55.728129;37.47677
Хорошёвское ш., 27, Москва;Москва ТЦ Хорошо;55.77725489093308;37.52366789814737
г. Таганрог, площадь Мира, 7;Таганрог ТЦ Мармелад;47.217488;38.89883
Абакан, ул. Кати Перекрещенко 18 В;Абакан Перекрещенко;53.74228624170035;91.43694763558187
Ставропольский край, Пятигорск г., просп. Кирова, 56;Пятигорск ТЦ Галерея;44.03544933859227;43.065203074035026
г. С.-Петербург, ул.Магнитогорская улица, дом 11, литера Н;С-Петербург ТЦ Охта Молл;59.94036357718701;30.418160756590392
Московская обл., Люберцы г., Октябрьский просп., вл. 112;Люберцы ТЦ Выходной;55.685132;37.877527
ул. Команды Камаз-Мастер, 19;Набережные Челны ТЦ Санрайз Сити;55.75179425328271;52.409596542327854
Республика Татарстан, Нижнекамский муниципальный р-н, Нижнекамск г., ул. Баки Урманче, 15;Нижнекамск ТЦ Олимп;55.63938;51.810612
Санкт-Петербург, ул. Планерная, 59Литера А;С-Петербург ТРЦ Монпансье;60.02228913561025;30.22513468255515
г. Орёл. пл. Мира, д. 1;Орел ТЦ ЦУМ;52.96753740015806;36.07491000859831
Архангельск, Ленинградский просп., 38;Архангельск ТЦ Макси;64.52422;40.601758
г.Нерюнгри, ул. Кравченко, 24;Нерюнгри ТЦ Парадиз;56.662734;124.709338
Нижний Тагил, ул. Свердловское шоссе, д. 31;Нижний Тагил ТЦ Депо Ритейл Парк;57.87383;60.017307
Владимирская обл., Ковров г., ул. Лопатина, 7А;Ковров ТЦ Молл;56.36479335392506;41.30359958993522
Кемерово, Кузнецкий проспект, 33Б;Кемерово ТЦ Я;55.358893;86.067327
Комсомольск-на-Амуре г., просп. Мира, 37;Комсомольск-на-Амуре ТЦ ЦУМ;50.548996;137.017219
Тюмень, улица Тимофея Чаркова, 60;Тюмень ТЦ Сити Молл;57.175543;65.656481
Россия, Самара, Красноармейская улица, 131;Самара ТЦ Гудок;53.186598;50.128167
Псков, улица Кузбасской Дивизии, 19;Псков ТЦ Акваполис;57.823449;28.289952
Ягельная ул., 18А, Радужный;Радужный ТЦ Подсолнух;62.136731;77.455665
3, 254-й квартал, Ангарск;Ангарск Арбат;52.495045;103.85395
Жуковский, ул. Лацкова, 2 ;Жуковский Лацкова;55.608929;38.07609
Ижевск, ул. Автозаводская, 2а;Ижевск ТЦ Италмас;56.869077;53.278055
Россия, Москва, Варшавское шоссе, 87Б;Москва ТЦ Варшавский;55.653644;37.620698
г. Москва, площадь Киевского вокзала, 2, ст. метро «Киевская», ТРЦ «Европейский», Атриум «Берлин», 3 этаж;Москва ТЦ Европейский;55.744677;37.565883
Московская область, Балашиха, улица Крупской ул., 10А;Балашиха Крупской;55.80023099998734;37.93342971163937
площадь Гагарина, 5, Тверь;Тверь ТЦ РИО;56.847152;35.944233
Тольятти, Южное ш. 6а;Тольятти ТЦ Акварель;53.550484;49.33897
Новосибирская область, город Бердск, улица Ленина, 54;Бердск Универмаг;54.759857;83.104737
Аминьевское ш., 6, Москва;Москва ТЦ Квартал W;55.70743;37.456628
Московская обл., Сергиев Посад г., Новоугличское ш., 85;Сергиев Посад ТЦ Капитолий;56.339816;38.124635
ул. Баранова, 87, Ижевск;Ижевск ТЦ Матрица;56.832735;53.123912
просп. Сююмбике, 2/19, Набережные Челны;Набережные Челны ТЦ Омега;55.730377;52.392595
Заневский просп., 67, корп. 2, Санкт-Петербург;С-Петербург ТЦ Заневский Каскад;59.932871;30.437866
ул. Адмиральского, 10В, Пятигорск;Пятигорск ТЦ Алеф;44.051739;43.036008
Могилёв, Минское ш., 31;Могилев ТРЦ Парк Сити;53.935638;30.257639
Россия, Московская область, Химки, 8-й микрорайон, к2;Москва ТЦ Мега Химки;55.911209;37.396815
Витебская область, Витебск, проспект Строителей, 15В;Витебск ТЦ ТриО;55.170237;30.220351
Вильнюсское ш. 1, Полоцк, Беларусь;Полоцк ТЦ Манеж;55.47248;28.748997
Россия, Москва, Сходненская улица, 56;Москва ТЦ Калейдоскоп;55.850408;37.44409
Санкт-Петербург, Торфяная дор., 7;С-Петербург ТЦ Гулливер;59.990764;30.257765
Россия, Ханты-Мансийский автономный округ, Югорск, Октябрьская улица, 2;Югорск ТЦ Лайнер;61.31588;63.342439
Россия, Липецк, улица Катукова, 51;Липецк ТЦ Ривьера;52.592357;39.504331
Москва, ул. Поречная, 10;Москва ТЦ Мари;55.649825;37.770043
Москва, 7-я Кожуховская улица, 9;Москва ТЦ Мозаика;55.710687;37.6751
Москва, Староватутинский проезд, 14;Москва ТЦ Клен;55.875804;37.665542
Россия, Московская область, Котельники, 1-й Покровский проезд, 5 (здание 1, Ашан);Москва ТЦ Мега Белая Дача;55.653294;37.844208
г. Минск, проспект Победителей, 9;Минск ТЦ Галерея;53.908564;27.548191
Майкоп, ул.Крестьянская 221;Майкоп ТЦ Крестьянская;44.61047698362411;40.106832067459095
Воронежская область, Рамонский район, посёлок Солнечный, Парковая улица, 3;Воронеж ТЦ Град;51.788332;39.205264
Уфа, проспект Октября, 34;Уфа ТЦ Семья;54.749725;55.999978
Тула, Советская улица, 47;Тула ТЦ Гостиный Двор;54.191774;37.618866
Новосибирск, улица Фрунзе, 238;Новосибирск ТЦ Сибирский Молл;55.03897;82.960728
Архангельская обл., Котлас г., просп. Мира, 18;Котлас ТЦ Столица;61.236809;46.641949
г. Ставрополь, ул. Маршала Жукова, 5А (второй этаж);Ставрополь Маршала Жукова;45.04513820223316;41.96810290276227
Россия, Магадан, Пролетарская улица, 66;Магадан ТЦ Идея;59.557059;150.824531
Россия, Москва, Московский, улица Хабарова, 2;Московский ТЦ Новомосковский;55.593868;37.351896
Россия, Томск, проспект Ленина, 80А;Томск ТЦ Биг Сити;56.484004;84.948457
Игарская ул., 25/4, Салехард;Салехард Ритейл Парк Славянский;66.530815;66.673622
Беларусь, Гомель, Речицкий проспект, 5В;Гомель ТРЦ Мандарин;52.416834;30.960975
г. Нур-Султан, пр-т Кабанбай батыра, 62;Нур-Султан ТРЦ Мега Силк Вэй;51.089182;71.406678
Казахстан, Алматы, проспект Сакена Сейфуллина, 483;Алматы ТРЦ Мега Парк;43.263362897599535;76.92942062432853
Беларусь, г. Гродно, ул. Дубко, 17;Гродно ТЦ Олд Сити;53.701663;23.834865
Беларусь, Минск, Партизанский проспект, 150А;Минск ТЦ Момо;53.859902;27.674133
Ташкентский тракт, 17К, Алматы, Казахстан;Алматы ТЦ Апорт;43.233658;76.777669
Беларусь, Боровая 5, д.;Минск ТЦ Экспобел;53.964411;27.624039
г.Молодечно, ул.Великий Гостинец, 67;Молодечно ТЦ Спутник;54.308078;26.821305
Крюковская площадь, 1, Зеленоградский административный округ;Зеленоград ТЦ Иридиум;55.982672;37.174881
Выборг, Железнодорожный тупик, 4;Выборг ТЦ Кубус;60.707332;28.773427
Киевское шоссе, 23-й километр, 1;Москва ТЦ Саларис;55.621602;37.422672
Ейск Свердлова;Ейск Свердлова;46.709661;38.276413
Чечерский пр., 51, Москва;Москва ТЦ Бутово Молл;55.527372;37.519683
Россия, Московская область, Пушкино, ул. Красноармейское шоссе 104;Пушкино ТЦ Пушкино Парк;56.017085;37.885333
г.Владивосток, ул. Калинина, 8;Владивосток ТРЦ Калина Молл;43.102622;131.917501
ул. Розы Люксембург, 61, Темрюк;Темрюк ТЦ Калейдоскоп;45.279795;37.379042
ул. Гагарина, 193, Костанай, Казахстан;Костанай ТЦ Плаза;53.236097;63.613073
ул. Сулимова, 50, Кировский район, микрорайон Пионерский, Екатеринбург;Екатеринбург ТЦ Парк Хаус;56.862825;60.631832
Рогозерская ул., 4, Мурманск;Мурманск ТЦ Плазма;68.961498;33.111814
ул. Жумабаева, 91ул. Жумабаева, 91;Петропавловск ТЦ Достык Молл;54.869792;69.127528
 Троицкий просп., 17;Архангельск ТРК Европарк;64.532398;40.529191
ул. Каюма Мухамедханова, 36;Семей ТЦ ЦУМ;50.410658;80.258708
Сигнальный проезд, 17;Москва ТЦ Парк Хаус Сигнальный;55.850815;37.597544
г. Хабаровск, ул. Пионерская ул., 2Б;Хабаровск ТРК Броско Молл;48.461718;135.07909
 Рождественская ул., 3, микрорайон Железнодорожный;Железнодорожный ТЦ Конфитюр;55.743033;38.001368
Можайское ш., 31, корп. 1, Москва;Москва Универмаг Молодежный;55.718686;37.420603
ул. Заслонова 23, Солигорск, Беларусь;Солигорск ТЦ Вест;52.791567;27.539099
ул. Рыжкова, 94, Мозырь, Беларусь;Мозырь ТЦ Бобровский;52.037906;29.222411
 Телевизорная ул., 1, стр. 4, Красноярск;Красноярск ТК на Свободном;56.023096;92.795718
 просп. Карла Маркса, 42, Кингисепп;Кингисепп ТЦ Кубус;59.369639;28.613234
Берёзовское ш., 10А, Нефтекамск;Нефтекамск ТЦ Транзит;56.105194;54.233779
 Завеличенская ул., 23, д. Борисовичи;Псков ТЦ Фьорд Плаза;57.806289;28.25909
г. Иркутск, ул. Верхняя Набережная, 10;Иркутск ТЦ Комсомолл;52.267653;104.28914
 ул. 50 лет ВЛКСМ, 33, Бобруйск, Беларусь;Бобруйск ТЦ Корона;53.16528;29.187971
 ул. Бажова, 110, Усть-Каменогорск, Казахстан;Усть-Каменогорск ТЦ АДК;49.984993;82.592456
3, микрорайон Женис, Уральск, Казахстан;Уральск ТЦ Азия Молл;51.248482;51.435221
ул. Толе би, 27, Тараз, Казахстан;Тараз ТЦ Март;42.89999;71.389308
 просп. 22-го Партсъезда, 102, Минеральные Воды;Минеральные Воды ТЦ Вершина;44.193564;43.130627
 Олимпийская ул., 6, корп. 1, Видное;Видное ТЦ Галерея 9-18;55.545096;37.699191
ул. Калинина, 125, Георгиевск;Георгиевск ТЦ Вершина;44.130163;43.448645
с20, 2-й микрорайон, рабочий посёлок Ржавки;Зеленоград ТЦ Зеленопарк;55.999489;37.258041
70, посёлок Айский, Златоуст;Златоуст ТЦ Тарелка;55.124381;59.700214
Бесединское ш., вл15, Москва;Москва ТЦ Парк-Хаус Братеево;55.624913;37.761283
Профсоюзная ул., 129А, Москва;Москва ТЦ Принц Плаза;55.618597;37.506457
Советская ул., 205/2, Бийск;ТЦ Ривьера;52.512011;85.173697
ул. Мустай Карима, 11В/28, Алматы, Казахстан;Алматы ТЦ Алматы Молл;43.20791;76.858082
улица Орджоникидзе, 57;Борисов ТЦ Мандарин;54.224181;28.498076
Смоленская область, г. Десногорск, тер. Набережная зона отдыха, стр. 1 ;Десногорск ТЦ Галактика;54.152052;33.28661
просп. Бухар Жырау, 86, Караганда, Казахстан;Караганда ТЦ ГрандСтор;49.790062;73.104641
ул. Землячки, 110Б, Волгоград;Волгоград ТЦ Мармелад;48.744389;44.519106
ул. Ферина, 29, Уфа;Уфа ТЦ Акварин;54.778238;56.132072
просп. Ленина, 32, Мурманск;Мурманск ТЦ Мурманск Молл;68.956498;33.070638
Ханты-Мансийский АО, Нижневартовск, ул. Ленина, 8;Нижневартовск ТЦ Грин Парк;60.938153;76.556523
Талсинская ул., 6Б, Щёлково;Щелково ТЦ Этажи;55.927201;37.988124
Казахстан, г. Актау, 4-й микрорайон, 74;Актау ТЦ Шум;43.637338;51.165669
просп. Сакена Сейфуллина, 617, Алматы, Казахстан;ФРМ Алматы ТЦ Форум;43.233551;76.935451
ул. Тельмана, 25, Энгельс;Энгельс ТЦ Облака;51.488164;46.125154
Боевая ул., 25, Астрахань;ФРМ Астрахань ТЦ Алимпик;46.338281;48.023077
пр-кт Новоясеневский, д.11;Москва ТЦ Форт;55.606606;37.535825
ул. Ефимова, 2, Санкт-Петербург;С-Петербург ТЦ Пик;59.926368;30.320116
ул. Дыбенко, 30, Самара;Самара ТЦ Космопорт Новый;53.206869;50.198331
площадь Стачек, 9, стр. 1, Санкт-Петербург;С-Петербург ТЦ Кировский Универмаг;59.899951;30.27271
Саратовская обл., г. Балаково, ул. Трнавская, д. 24;Балаково ТЦ Грин Хаус Новый;52.022932;47.829089
Респ. Коми, г. Воркута, ул. Деповский пер., 2;Воркута ТЦ Мир;67.503421;64.076988
Республика Татарстан, г.  Казань, улица Павлюхина,  д.91;Казань ТЦ Казань Молл;55.768351;49.148194
Калининградская обл .г. Калининград , Приморское кольцо, 2;Калининград ТЦ Балтия Молл;54.772609;20.548394
Курская обл., г. Курск, ул. Студенческая, д. 1;Курск ТЦ Европа 40;51.74127;36.145914
г. Москва, ул. Лескова, д. 14;Москва ТЦ Будапешт;55.703949;37.7655
Краснодарский край, г. Апшеронск, ул. Ворошилова, 16;Апшеронск ТЦ Радуга;44.465798;39.738286
